"","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"218152_at","chr4",0.220014867093165,8.01915537120488,2.75313546030177,0.00846290056940646,0.999634798579701,-3.00309284783734
"202203_s_at","chr1",-1.08480946120891,8.69827631296857,-2.74944089471341,0.00854484828224405,0.999634798579701,-3.00797897325303
"201333_s_at","chr1",-0.247682274215692,6.78065599049039,-2.74711646181959,0.00859678060224452,0.999634798579701,-3.01105110760121
"204337_at","chr11",0.518589308794427,6.13740815464446,2.74077470969441,0.00873995370876664,0.999634798579701,-3.01942506641646
"216488_s_at","chr22_KI270733v1_random",0.23106092114075,5.60137776984165,2.74011292672505,0.00875502046597013,0.999634798579701,-3.0202982623075
"219947_at","chr6",0.394935340763351,6.1563901384879,2.73556518137012,0.00885920886031052,0.999634798579701,-3.02629547460544
"214444_s_at","chr2",-0.194363775296301,6.12906705003148,-2.73539872624324,0.00886304395102855,0.999634798579701,-3.0265148714514
"208206_s_at","chr16",0.298623765469131,6.50208945400933,2.7320948315058,0.00893948269740766,0.999634798579701,-3.03086795559874
"205791_x_at","chr12",0.267862778049745,5.68956579590423,2.73137458167405,0.00895622691671139,0.999634798579701,-3.03181651720331
"207381_at","chr14_KI270847v1_alt",0.13457570347048,4.24664709496209,2.73114450803721,0.00896158171626715,0.999634798579701,-3.03211949072297
"221518_s_at","chr6_GL000252v2_alt",-0.214564006185368,11.1220454239746,-2.72959750789194,0.00899766381381896,0.999634798579701,-3.03415627384205
"219573_at","chr5",0.24793675359592,6.22910545231326,2.72698196079015,0.00905897360699378,0.999634798579701,-3.03759835758706
"219798_s_at","chr6",0.263697435704892,8.01973625810469,2.72500054951655,0.00910567520635267,0.999634798579701,-3.04020461433283
"218328_at","chr4",0.201804185149212,8.06591180361452,2.72455840833895,0.00911612667288976,0.999634798579701,-3.04078603347573
"203022_at","chr10",0.311715943187641,6.67947131494948,2.72437306059065,0.00912051126908948,0.999634798579701,-3.04102975062424
"55662_at","chr7",0.246953700848294,6.08559550635846,2.72379822595736,0.00913412196039481,0.999634798579701,-3.04178554880546
"215982_s_at","chr22",0.272629995334187,7.00492549679368,2.72363794109352,0.00913792045597883,0.999634798579701,-3.04199627607724
"209217_s_at","chr16",0.28605047862766,7.88581164515281,2.71993530332215,0.00922607358245297,0.999634798579701,-3.04686210674972
"218132_s_at","chr4",0.213195910842852,8.52596670208296,2.71556510073637,0.00933112881620351,0.999634798579701,-3.05260016742572
"217766_s_at","chr3_KI270936v1_alt",0.185282300474384,8.38495622943436,2.7142335066485,0.00936335749175361,0.999634798579701,-3.05434745654883
"219151_s_at","chr5",0.240170729545349,6.71922677398699,2.71258184729358,0.00940347527529052,0.999634798579701,-3.05651402050895
"54970_at","chr7",0.211509071365584,7.31154342371037,2.71128278641106,0.00943513988665175,0.999634798579701,-3.05821751227609
"220548_at","chr6",-0.145150884927117,5.15056622760217,-2.70563656264537,0.009573911420277,0.999634798579701,-3.0656159014895
"203325_s_at","chr10",-0.327184957441423,5.58200190635803,-2.70385442902031,0.00961810113517177,0.999634798579701,-3.06794916593945
"205642_at","chr12",0.213229753543462,6.09027579271381,2.70002361957285,0.00971372636551333,0.999634798579701,-3.07296155673267
"204903_x_at","chr11",0.188561588634534,7.37367565707267,2.69376869445104,0.00987174622257942,0.999634798579701,-3.08113661757067
"212675_s_at","chr19_GL949747v2_alt",0.276793848628548,6.68404946067244,2.6934801428708,0.00987909276334184,0.999634798579701,-3.08151347442608
"202408_s_at","chr1",0.160671850229839,8.23927445638856,2.69324365944301,0.00988511739768016,0.999634798579701,-3.08182231068475
"201677_at","chr1",0.259462202283597,6.7870726253026,2.69316578032481,0.0098871021804555,0.999634798579701,-3.08192401359734
"218490_s_at","chr4",0.361555709773965,8.34112498420144,2.69256688756683,0.0099023774803151,0.999634798579701,-3.08270605308579
"202223_at","chr1",-0.742762419090081,8.51637325211213,-2.69139856108703,0.00993223923828761,0.999634798579701,-3.08423136371827
"49329_at","chr7",0.163890034291557,6.94412411142112,2.68959349549657,0.00997853865872327,0.999634798579701,-3.08658718855805
"207563_s_at","chr15",-0.263782402220286,7.24371460651492,-2.68534714603177,0.0100882405486244,0.999634798579701,-3.09212543113039
"218476_at","chr4",0.233061759913769,6.40121896624948,2.67891334816504,0.0102565693479405,0.999634798579701,-3.10050657760191
"201303_at","chr1",0.253499919790942,9.96614123403585,2.67614314174817,0.0103298392201333,0.999634798579701,-3.10411151852092
"207022_s_at","chr14",0.356468191560574,6.41699560391174,2.67494239129577,0.0103617474244486,0.999634798579701,-3.10567338569199
"218919_at","chr5",0.237729594182134,9.516106491117,2.67454451573961,0.0103723403626167,0.999634798579701,-3.10619082584884
"205646_s_at","chr12",0.192923537709006,5.56137789050029,2.67277154872239,0.0104196645216623,0.999634798579701,-3.10849601667376
"221493_at","chr6_GL000252v2_alt",0.203113287621877,10.490003291082,2.67202319794518,0.0104396990573746,0.999634798579701,-3.10946873584233
"203730_s_at","chr11",0.264785737138844,5.00167813205335,2.67131293816093,0.0104587465823355,0.999634798579701,-3.11039179111781
"218589_at","chr4",0.405612510966681,7.82412313094375,2.66894352377395,0.0105225200550621,0.999634798579701,-3.11347001218604
"218547_at","chr4",0.182324430581277,7.38358452580871,2.66880160267621,0.01052635122316,0.999634798579701,-3.11365433620338
"212538_at","chr19",0.361096325190489,7.60699147156841,2.66730030208382,0.0105669574954435,0.999634798579701,-3.1156038284925
"202335_s_at","chr1",0.190975679458088,4.30349352776212,2.6659411678904,0.0106038426260979,0.999634798579701,-3.1173681385597
"219161_s_at","chr5",0.302982735967284,8.86028370291502,2.66525533925724,0.0106224999969466,0.999634798579701,-3.11825821453193
"221602_s_at","chr6_GL000253v2_alt",0.156122620671209,6.54921487740473,2.65287032268395,0.0109646555146858,0.999634798579701,-3.13430763805813
"201413_at","chr1",-0.271580571530796,12.5500443644169,-2.64588814295927,0.0111619806726651,0.999634798579701,-3.14333554976604
"221855_at","chr6_GL000254v2_alt",0.194184062157184,8.69664029994912,2.64468238587477,0.0111963850371142,0.999634798579701,-3.14489311125835
"210014_x_at","chr17",0.179298352501021,9.70124586177959,2.64367068442309,0.011225327374023,0.999634798579701,-3.14619966178654
"211688_x_at","chr19",0.170664427200132,5.39523153828932,2.63914838027256,0.0113555406085294,0.999634798579701,-3.15203619216458
"210362_x_at","chr17",-0.127607547917556,5.09424105647188,-2.6375547531082,0.0114017559525634,0.999634798579701,-3.15409148118748
"219443_at","chr5",0.352646922312468,7.42751441318071,2.63527343006153,0.0114682148023074,0.999634798579701,-3.15703235836898
"206625_at","chr14",0.183624598788352,4.91629255569228,2.6338584676536,0.0115096133722081,0.999634798579701,-3.15885561454344
"203802_x_at","chr11",0.177782169681948,7.20229060138381,2.6316689081703,0.0115739450147192,0.999634798579701,-3.16167579305306
"204566_at","chr11",0.256333039406439,7.55772333235227,2.62876830615939,0.0116596754641187,0.999634798579701,-3.1654095771678
"203846_at","chr11",0.243890819276647,6.11954650919844,2.6270540674515,0.0117106149012459,0.999634798579701,-3.16761502757714
"219375_at","chr5",-0.36193105823066,9.78500279091795,-2.62660875155842,0.0117238810115968,0.999634798579701,-3.1681878025682
"213244_at","chr19_KI270931v1_alt",-0.204014457313142,6.3817400193448,-2.62491138714648,0.0117745724566624,0.999634798579701,-3.17037043975542
"216673_at","chr3",0.223672876314679,4.7505869679249,2.62201971118964,0.0118613945157237,0.999634798579701,-3.1740868313957
"221599_at","chr6_GL000253v2_alt",0.261010626830737,8.53371063814371,2.62103600564613,0.0118910635442042,0.999634798579701,-3.17535051554898
"208942_s_at","chr16",-0.165521422255276,12.4849323204876,-2.61251482106051,0.0121509256897396,0.999634798579701,-3.18628466980969
"217750_s_at","chr3_KI270934v1_alt",0.191872849178919,8.40896020453115,2.6102733962791,0.0122201386346688,0.999634798579701,-3.18915713457965
"204498_s_at","chr11",0.166961511204162,5.13510480449458,2.60976410696552,0.0122359152105516,0.999634798579701,-3.18980959312825
"210673_x_at","chr17_KI270857v1_alt",0.184540109896075,5.8122610268425,2.607719110722,0.0122994522618107,0.999634798579701,-3.19242867268239
"205758_at","chr12",0.321737128282672,6.60820533993342,2.60434441247612,0.0124049631405066,0.999634798579701,-3.19674794119291
"204098_at","chr11",0.20015155503926,7.5948410902048,2.60406393509044,0.0124137695169941,0.999634798579701,-3.19710676673158
"217604_at","chr3",0.299943646029591,7.35115997774381,2.59858247815238,0.0125870275975211,0.999634798579701,-3.20411456651841
"201344_at","chr1",0.234647726605132,6.44929348070672,2.59817028922023,0.0126001450821772,0.999634798579701,-3.2046411591387
"209774_x_at","chr17",0.606413693920565,13.1200110862693,2.59773060869491,0.0126141512395245,0.999634798579701,-3.20520281616202
"221104_s_at","chr6_GL000251v2_alt",0.184856979399488,4.19246544550402,2.59675082136815,0.0126454138997867,0.999634798579701,-3.20645420314245
"203587_at","chr10",0.210313135946435,4.45932517282782,2.59481050705245,0.0127075338742197,0.999634798579701,-3.20893150671248
"215399_s_at","chr20",-0.323549757111945,8.10602348552974,-2.59101707850505,0.0128297888273863,0.999634798579701,-3.21377143288498
"206827_s_at","chr14",-0.287742513952575,6.57558052928966,-2.58971325914328,0.0128720561090953,0.999634798579701,-3.21543391414086
"219611_s_at","chr5",0.203765926183566,6.91279065489337,2.58549252444532,0.0130097585569198,0.999634798579701,-3.22081211202312
"205932_s_at","chr12",0.332173434077954,6.10302716441589,2.58392347200157,0.0130612915710595,0.999634798579701,-3.22281004545086
"200598_s_at","chr1",-0.403468266164467,12.7637382469295,-2.58284867690218,0.0130966990639477,0.999634798579701,-3.22417818258516
"205715_at","chr12",-0.344148516627587,6.16644229395063,-2.58124854930028,0.0131495753299198,0.999634798579701,-3.22621436729814
"211866_x_at","chr19",0.167386998260236,6.01537160641824,2.57972617996978,0.0132000630425282,0.999634798579701,-3.22815086657738
"206671_at","chr14",-0.150508369905889,5.03160766166574,-2.57786640613681,0.0132619806709003,0.999634798579701,-3.23051557843235
"210418_s_at","chr17",0.2297135348491,9.15229292804585,2.57726368010259,0.0132821041316468,0.999634798579701,-3.2312817171632
"212104_s_at","chr19",-0.295645720275234,8.39822696957146,-2.57510939426961,0.0133542583365622,0.999634798579701,-3.23401915565775
"219826_at","chr6",0.216964264433328,6.13424827297534,2.57084760636953,0.0134980552616342,0.999634798579701,-3.23943032959523
"203409_at","chr10",0.38703907199312,6.96787894349093,2.56913772418103,0.0135561446510646,0.999634798579701,-3.24159976837162
"220186_s_at","chr6",-0.449291464227445,7.65311775804776,-2.56516506645192,0.0136919886864169,0.999634798579701,-3.24663661302591
"210996_s_at","chr18",-0.237902268880502,9.06371549231752,-2.56223714186111,0.0137929022239275,0.999634798579701,-3.2503457041671
"202825_at","chr10",0.242024599311067,9.97183231437728,2.56037110204983,0.0138575705147977,0.999634798579701,-3.2527081998661
"206258_at","chr13",0.171114664064364,4.83935475429724,2.55634316700558,0.0139981038910922,0.999634798579701,-3.25780403396389
"205094_at","chr12",0.259749193520281,7.68741242577318,2.55600266344576,0.01401004333271,0.999634798579701,-3.25823457930026
"215308_at","chr20",0.108775209926771,4.10902397552094,2.55584580875516,0.0140155464206794,0.999634798579701,-3.25843289992896
"218361_at","chr4",0.362061096253833,7.82394947262106,2.55570906377398,0.0140203455880912,0.999634798579701,-3.25860578835545
"213296_at","chr19_KI270938v1_alt",-0.273243216623438,7.66810839064374,-2.55519548545144,0.0140383833895098,0.999634798579701,-3.25925505947615
"221488_s_at","chr6_GL000252v2_alt",0.275687983638138,10.7218958204677,2.54898427428872,0.0142582140754355,0.999634798579701,-3.26710076254352
"46256_at","chr7",0.197967912746334,9.85568956133245,2.54327873043393,0.0144629079941776,0.999634798579701,-3.27429700338597
"220858_at","chr6",-0.3306067424655,5.78420188946324,-2.53444287331657,0.0147851938918632,0.999634798579701,-3.28542107131497
"214871_x_at","chr2",0.197146442472227,5.49351986151957,2.53358757119512,0.0148167354502676,0.999634798579701,-3.28649655359861
"220811_at","chr6",0.194470950780811,5.22343643132971,2.53290632011739,0.0148419022268277,0.999634798579701,-3.28735301238354
"203719_at","chr11",0.244738283591293,8.05072256748846,2.53064946254517,0.0149255533110328,0.999634798579701,-3.29018924463369
"217076_s_at","chr3",0.139566549592147,3.83428016472881,2.52936548373509,0.0149733356701177,0.999634798579701,-3.29180211879473
"206495_s_at","chr13",0.227512077709278,6.31154098835374,2.52923394856233,0.0149782385118449,0.999634798579701,-3.29196731744415
"44065_at","chr7",0.294102241888075,7.11081604391007,2.52866247564562,0.0149995565604815,0.999634798579701,-3.29268498195635
"205830_at","chr12",-1.28052701444685,6.9842677746972,-2.52568517088656,0.0151110683537388,0.999634798579701,-3.29642224093467
"218137_s_at","chr4",0.194939428227384,8.92408644371273,2.52018672935683,0.0153189915018232,0.999634798579701,-3.30331670450082
