"","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"202644_s_at","chr1",2.02755026160091,9.75392693972261,8.67180921412609,7.83022135601215e-11,8.72169205739413e-08,14.5850203901431
"202497_x_at","chr1",1.72508104859274,8.00542372548687,8.6439944244257,8.53694962447028e-11,9.05607746592021e-08,14.5025858213823
"206932_at","chr14",2.66671069070071,7.00016281098854,8.61638064599983,9.30245737086089e-11,9.27968380399002e-08,14.4206516423179
"204103_at","chr11",3.03931605751562,9.57762676265039,8.6069047761566,9.58085592726895e-11,9.27968380399002e-08,14.3925135219151
"218880_at","chr5",1.58899720921826,6.67300207484598,8.41851896441878,1.72546073854859e-10,1.60158703636029e-07,13.8308313060867
"202464_s_at","chr1",1.59569661298363,8.89059509852549,8.38403513692339,1.92245684473816e-10,1.71306284520928e-07,13.7275531702866
"209304_x_at","chr17",1.73023931701625,11.2283219056516,8.31514241358198,2.38683977008902e-10,2.0450626753182e-07,13.5208014115583
"216215_s_at","chr22",-0.615528871901906,8.13437759620373,-8.30094920964973,2.49579764244311e-10,2.059217928915e-07,13.4781377385157
"213281_at","chr19_KI270938v1_alt",1.36204160919461,6.88599911208749,8.25425141988905,2.89106275086536e-10,2.26248955694689e-07,13.3376033760969
"220330_s_at","chr6",1.65590033019919,9.97738201723057,8.24835400735535,2.94528873508371e-10,2.26248955694689e-07,13.3198376091439
"200666_s_at","chr1",2.0661792665782,9.88721902509352,8.22424856257439,3.17783599538795e-10,2.35975508230858e-07,13.2471794043404
"207574_s_at","chr15",1.66202425411624,12.0861496851101,8.14048055830336,4.14021855990312e-10,2.97521447932135e-07,12.9941761668057
"202912_at","chr10",1.36493642638972,10.2275554951881,8.10390453392905,4.64821545907207e-10,3.23588424317964e-07,12.8834603657893
"220034_at","chr6",1.04724391070859,6.5315039752356,8.08880389206548,4.87589865671581e-10,3.25743505527648e-07,12.83770762621
"209457_at","chr17",1.84033044639928,8.50117196553572,8.08266685139134,4.9716205898191e-10,3.25743505527648e-07,12.8191061432289
"206026_s_at","chr12",2.47572109455778,6.38278611591496,8.02858396082168,5.90167284676636e-10,3.74103484944953e-07,12.655002671305
"212321_at","chr19",-0.829804422381613,8.08076399646861,-8.02099377178907,6.04557411591251e-10,3.74103484944953e-07,12.6319464944087
"213839_at","chr2",-1.49186170559963,7.89043691903706,-7.91762178438539,8.397857752121e-10,5.05619127416215e-07,12.3173314690223
"201464_x_at","chr1",1.74098003200579,10.9305260348757,7.90750434057419,8.6728546505553e-10,5.08434692237948e-07,12.2864786063687
"210845_s_at","chr18",1.93382184250322,7.95018896922882,7.87060185623846,9.75523717358708e-10,5.57224150041024e-07,12.1738560984946
"211434_s_at","chr19",1.34767714458728,6.41155211727364,7.85399162175444,1.02859802249227e-09,5.72851953676507e-07,12.12311794757
"203531_at","chr10",-0.562595270519072,10.5517974559873,-7.7740428180785,1.32782887708036e-09,7.21464485237051e-07,11.8785153599538
"202284_s_at","chr1",1.39091301957142,9.97741855640804,7.75892296169045,1.39361601409356e-09,7.39180570141958e-07,11.8321849984365
"202388_at","chr1",1.51810374062769,10.7959039136809,7.74200035348263,1.47115580152243e-09,7.62161343965469e-07,11.7803041257534
"202499_s_at","chr1",2.18039152937419,8.38986237815449,7.72266585212134,1.56508999262972e-09,7.92397949223005e-07,11.720994904738
"217561_at","chr3",3.23815965098158,7.03996272283097,7.71432161642344,1.60747673921797e-09,7.95772429323529e-07,11.6953875425382
"201667_at","chr1",1.76214314839307,8.47793617423183,7.70724101535646,1.64435155598706e-09,7.9633086114617e-07,11.6736528644979
"212605_s_at","chr19_GL949746v1_alt",-0.991809740918549,7.95631490332622,-7.69561904267975,1.70673617652995e-09,7.99846954039036e-07,11.6379675528706
"37028_at","chr7",0.963508796786468,6.65533898022708,7.68702889367299,1.75437607678743e-09,7.99846954039036e-07,11.6115831940445
"205266_at","chr12",1.09535973684315,6.14917000192793,7.68266802376639,1.77907187980043e-09,7.99846954039036e-07,11.5981862444507
"212498_at","chr19",-0.599051205365189,10.0145124354076,-7.67984761116816,1.79523040364285e-09,7.99846954039036e-07,11.5895207463386
"212665_at","chr19_GL949747v2_alt",1.46412368930205,10.1730992374478,7.63453704827186,2.07608154833122e-09,9.06840561807346e-07,11.4502050386055
"204094_s_at","chr11",1.64361543614175,10.4904220217264,7.62507767398093,2.1400914553769e-09,9.16823410604448e-07,11.4210962921204
"221751_at","chr6_GL000254v2_alt",-0.661130094812913,10.2034371724049,-7.57142244145337,2.54272019466786e-09,1.05970512693455e-06,11.2558311063552
"207850_at","chr15",2.0648145035141,6.63253787590097,7.56825452801942,2.56875148603787e-09,1.05970512693455e-06,11.2460653479555
"214056_at","chr2",1.37625721567215,7.64977492806288,7.55097291644882,2.71556133732619e-09,1.08532708795538e-06,11.1927753065743
"204285_s_at","chr11",1.63192004303224,6.31325185332194,7.54619006613479,2.75766680400463e-09,1.08532708795538e-06,11.1780220690185
"209545_s_at","chr17",0.981015285956965,8.4326195177513,7.54401648632656,2.77701862968339e-09,1.08532708795538e-06,11.1713167462032
"208961_s_at","chr16",1.75671847932007,10.1017085765176,7.50263833521801,3.17267517653266e-09,1.20856167471845e-06,11.0435889103423
"210056_at","chr17",2.55851960708685,9.39207506512366,7.49989414212057,3.20084117288632e-09,1.20856167471845e-06,11.0351127193914
"205239_at","chr12",2.02738696486918,7.44496560255599,7.49121464054977,3.2915960626818e-09,1.22211475813938e-06,11.0082994050118
"218810_at","chr5",1.45650128913298,7.06195248402133,7.46296845919219,3.60529033383416e-09,1.31664020929219e-06,10.9209944397475
"209630_s_at","chr17",-0.944895450605339,7.91530651687603,-7.45429609754129,3.70752144801893e-09,1.33046685561447e-06,10.8941757169057
"202627_s_at","chr1",2.65606315315287,8.76426351761209,7.44594096347914,3.80877502401301e-09,1.33046685561447e-06,10.8683319733421
"204848_x_at","chr11",1.19311429549907,7.80612952505475,7.44484007459821,3.82232251915994e-09,1.33046685561447e-06,10.8649263113912
"201170_s_at","chr1",1.52923716860452,11.0238958293359,7.41047721929852,4.27050910472774e-09,1.46360202040031e-06,10.7585718447047
"203821_at","chr11",1.14824778969909,6.94980427533551,7.39201104500968,4.53286045927198e-09,1.51581463419189e-06,10.701377830933
"204472_at","chr11",1.65201248522243,7.78500395206258,7.38730221835943,4.60231900006357e-09,1.51581463419189e-06,10.6867890323069
"201169_s_at","chr1",1.49268217146249,5.98854965734657,7.38301392564434,4.66650673792384e-09,1.51581463419189e-06,10.673501551086
"213341_at","chr1_GL383518v1_alt",0.900898997021331,8.76841823331593,7.38112728022594,4.69503118728915e-09,1.51581463419189e-06,10.6676552155883
"212608_s_at","chr19_GL949746v1_alt",-0.735246106037666,9.72979874067864,-7.37375401631169,4.80820307330724e-09,1.53017628377236e-06,10.6448041805118
"212657_s_at","chr19_GL949747v2_alt",2.33028739105695,10.4926519221138,7.36282026067384,4.98110349089777e-09,1.56287383755957e-06,10.6109104704868
"217911_s_at","chr4",1.92035155374745,9.99972206778079,7.35058678202242,5.18199199753625e-09,1.59169510352014e-06,10.5729763486451
"205193_at","chr12",2.03147258933629,8.32682063915138,7.34566142816086,5.26515823438505e-09,1.59169510352014e-06,10.5577002150837
"201502_s_at","chr1",1.17458173369049,11.3742313967112,7.34436265899328,5.28731147194372e-09,1.59169510352014e-06,10.5536717218075
"201631_s_at","chr1",1.75735051958321,9.88916539036732,7.33275165588989,5.48957969982779e-09,1.63055155964085e-06,10.5176510310256
"205214_at","chr12",1.36608159920257,6.34608287012585,7.32808862277848,5.57298845507753e-09,1.63354557649687e-06,10.5031819571469
"210517_s_at","chr17",1.59118166086799,10.1965096796741,7.3018158540699,6.06736373007202e-09,1.74298994883233e-06,10.4216275460781
"202637_s_at","chr1",1.49123261124708,8.45263818200374,7.30001368299928,6.10285119221267e-09,1.74298994883233e-06,10.4160313850178
"219001_s_at","chr5",-0.625259981328764,7.49233315312939,-7.25195132413142,7.13043389620489e-09,1.99483162851029e-06,10.2666950006927
"206025_s_at","chr12",1.71564026053631,6.33512290479408,7.25051301669491,7.1637352552329e-09,1.99483162851029e-06,10.2622232921841
"201466_s_at","chr1",1.94680435767834,9.71024038391582,7.21067580877145,8.15101087583274e-09,2.2417292503818e-06,10.1383082963285
"210538_s_at","chr17",2.73102973169997,9.1791261858297,7.20478100957595,8.30830720756253e-09,2.25712389832769e-06,10.1199624625562
"201734_at","chr1",-0.665269405567733,9.6915890114468,-7.18587458933129,8.83371642178796e-09,2.37094820154422e-06,10.0611048936772
"209256_s_at","chr16_KI270853v1_alt",-0.912027534558637,8.41687221394951,-7.15982622708369,9.61282628499117e-09,2.54934441846129e-06,9.97997212732475
"216598_s_at","chr3",2.30983658861462,9.99553276295619,7.14977405176978,9.931660919469e-09,2.57681845176727e-06,9.9486499255453
"36711_at","chr7",2.88612572067227,8.42884905763313,7.14927493961242,9.94776616474326e-09,2.57681845176727e-06,9.94709452795943
"203313_s_at","chr10",1.42466248303835,8.32755806207693,7.14414642825487,1.01147817886609e-08,2.58996544719538e-06,9.93111140270882
"202241_at","chr1",1.55033169569141,11.4555168436212,7.09995198426263,1.16761237860966e-08,2.95578419980539e-06,9.79330404208065
"205067_at","chr12",1.78039052446388,7.34674469611487,7.07103971348174,1.28266126585537e-08,3.17597036902189e-06,9.70307909360817
"210873_x_at","chr18",1.6145870569733,6.4936984427087,7.06785125545086,1.29602759182568e-08,3.17597036902189e-06,9.69312570401147
"201939_at","chr1",1.45371505339287,9.62903948138927,7.06753478883459,1.29736186910711e-08,3.17597036902189e-06,9.6921377562667
"211924_s_at","chr19",1.37832208394761,7.43267380533947,7.06198250867649,1.32099727056277e-08,3.19868002133988e-06,9.67480355722203
"204170_s_at","chr11",1.61275078165893,9.86081789919447,7.04781622779128,1.38328235071217e-08,3.29122013586638e-06,9.63056752092776
"222088_s_at","chr6_GL000255v2_alt",1.86122474550269,7.65606088891212,7.04660059339558,1.38876281712726e-08,3.29122013586638e-06,9.62677095015663
"202638_s_at","chr1",2.12988554462884,8.709114563809,7.01576183221447,1.53534003469389e-08,3.60029157398694e-06,9.53042677658357
"205220_at","chr12",1.71590547237726,6.42777481691825,7.01022769477034,1.56324518418448e-08,3.62754301750809e-06,9.51313118438777
"216236_s_at","chr22",1.33474823497801,8.13917436654154,6.99486174683237,1.64342895548415e-08,3.77429555065159e-06,9.46509886683654
"218098_at","chr4",-0.852116115721174,9.83917763058415,-6.98528719615808,1.69546976187343e-08,3.854079580128e-06,9.4351626200929
"218019_s_at","chr4",-1.03740409158998,7.98870646086096,-6.9643666833564,1.81501808989e-08,4.08415737257368e-06,9.36973254842372
"204470_at","chr11",1.90555740111343,7.80902889489938,6.94289255860105,1.94655121343918e-08,4.33633213817846e-06,9.30254438973327
"211506_s_at","chr19",2.63779582148277,5.81596214767249,6.93061533402439,2.02601384731934e-08,4.45300016994599e-06,9.2641195637478
"202443_x_at","chr1",-0.807448509965866,9.29425699260167,-6.92866991662912,2.03890118658029e-08,4.45300016994599e-06,9.2580300807186
"38037_at","chr7",0.974929868322058,7.24979175988521,6.91882944116978,2.10536242076191e-08,4.55048297360531e-06,9.22722448287033
"209458_x_at","chr17",2.21786288400301,10.1933722421108,6.91606967947587,2.12438941174733e-08,4.55048297360531e-06,9.21858408032081
"202365_at","chr1",-0.984691471708781,7.77028932315612,-6.91173032844689,2.15465687043816e-08,4.56523647289167e-06,9.20499736371444
"205548_s_at","chr12",1.04986829639913,7.93755814653921,6.90923426112543,2.17226316885809e-08,4.56523647289167e-06,9.19718158498436
"213134_x_at","chr19_KI270920v1_alt",0.974321396821853,8.71234570912745,6.90536322960701,2.19985434401716e-08,4.58001450669815e-06,9.18505978817851
"215033_at","chr20",1.65192545209993,5.28386090774192,6.89816185581413,2.25212333529519e-08,4.64542143892324e-06,9.16250712997134
"211976_at","chr19",-0.602162591034123,8.97900858323976,-6.8865129889029,2.33932844185926e-08,4.78102933021089e-06,9.12602021898014
"218915_at","chr5",-0.548550494688073,7.48380043158872,-6.88307974189961,2.36567184891483e-08,4.79091561620688e-06,9.11526511043986
"201324_at","chr1",1.91638180652485,9.8739615402025,6.87553800899074,2.42459112851041e-08,4.86600149277715e-06,9.09163740639084
"220086_at","chr6",0.568031046022674,6.69220972209308,6.86806530457229,2.48442539266399e-08,4.94156647074783e-06,9.06822298948174
"204018_x_at","chr11",2.09387053955199,10.2623405414329,6.84382437539403,2.68892805597354e-08,5.30099560202855e-06,8.99224820485118
"216221_s_at","chr22",-0.496836239002285,9.57486852094526,-6.81940325813299,2.9120598404368e-08,5.65280434348011e-06,8.91567839116498
"201325_s_at","chr1",1.81452644837001,8.63843902504683,6.81876514909066,2.91813304978324e-08,5.65280434348011e-06,8.91367726908354
"218665_at","chr5",-0.748285232993981,8.54235427142144,-6.81098557019525,2.99320635525056e-08,5.74824637723421e-06,8.88927875075172
"214472_at","chr2",1.31292406060877,5.87627243795103,6.80415140742676,3.06075540925185e-08,5.80469889522445e-06,8.8678428306874
"213515_x_at","chr2",1.50102883323906,7.88448036932678,6.80093811441477,3.0930427948075e-08,5.80469889522445e-06,8.85776328721602
"212474_at","chr19",-0.693073134377788,8.25932406255691,-6.80017380495046,3.10077285330928e-08,5.80469889522445e-06,8.85536570750968
"221825_at","chr6_GL000254v2_alt",-0.560507081646147,8.40248497584666,-6.79757249178553,3.12722765203946e-08,5.80543753370691e-06,8.8472053786416
"39402_at","chr7",1.87347112220679,7.42106311639229,6.78767562842033,3.22996514897125e-08,5.94660608459773e-06,8.8161559254812
"212936_at","chr19_KI270885v1_alt",-0.768656267976154,7.36214334397635,-6.77727958089273,3.34153739984539e-08,6.10159251281605e-06,8.78353539101388
"211997_x_at","chr19",0.715184463158115,12.1186400136162,6.7675848980396,3.44906761675179e-08,6.24673815433982e-06,8.75311104431045
"203234_at","chr10",1.00992972074222,8.46828866733806,6.75599740301447,3.58216087457804e-08,6.43546756475605e-06,8.71674091456079
"217781_s_at","chr3_KI270937v1_alt",-0.672705499807867,8.49635884846842,-6.75149238548615,3.63528674841956e-08,6.45401623085263e-06,8.7025991934813
"200816_s_at","chr1",-0.53950194582807,8.70678388565489,-6.75022044890431,3.65042889566562e-08,6.45401623085263e-06,8.69860628635179
"209069_s_at","chr16",0.6173747458789,12.7670993299058,6.73293694312452,3.86257405804825e-08,6.77531986544415e-06,8.64434218276324
"204286_s_at","chr11",1.19837917602662,4.85873147879386,6.70333958692438,4.25501549053587e-08,7.4053890689584e-06,8.55138686115308
"211699_x_at","chr19",2.07239428006383,9.82914622806977,6.68543689914717,4.51157392432291e-08,7.77319120760524e-06,8.49514274923237
"215499_at","chr20",0.592185108282003,9.32935014893017,6.68377692228658,4.53613528297653e-08,7.77319120760524e-06,8.48992700918639
"202147_s_at","chr1",1.02967894527711,7.81139973398713,6.63561332714863,5.31031196755594e-08,9.03036791612547e-06,8.3385473226985
"204419_x_at","chr11",1.25798177790552,7.72403812118549,6.62955934170301,5.41657270303008e-08,9.14128712919706e-06,8.31951324715418
"202561_at","chr1",-0.920274294671523,6.94746696822629,-6.58298060754939,6.3087829064107e-08,1.05669741959482e-05,8.17302361642257
"212919_at","chr19_KI270884v1_alt",-0.736906553424971,8.00499553707825,-6.55067521399,7.01281631760808e-08,1.16062779419695e-05,8.07138096719722
"211745_x_at","chr19",2.22369955020964,10.737653640991,6.54977709570432,7.03347633059159e-08,1.16062779419695e-05,8.06855474389058
"219315_s_at","chr5",-0.658295688685062,8.35799490696457,-6.53810602866105,7.30757028665718e-08,1.19699075938134e-05,8.03182568629954
"219993_at","chr6",1.46787546265018,6.28045406165196,6.5260792808929,7.60122869693037e-08,1.23322104488463e-05,7.99397306347754
"222116_s_at","chr6_GL000255v2_alt",-0.961639286274488,7.44314209795407,-6.52454745134364,7.63947139175286e-08,1.23322104488463e-05,7.98915152758642
"213418_at","chr2",2.73912965039946,7.79481928573681,6.5106798286712,7.99458076718939e-08,1.2805595504068e-05,7.94549922863949
"219471_at","chr5",1.0045544067851,6.08496075076769,6.50865916823703,8.04768761758548e-08,1.2805595504068e-05,7.93913817498717
"205281_s_at","chr12",0.954865277386029,8.64499136878974,6.50621502822563,8.11239720784832e-08,1.28170122410806e-05,7.9314438546739
"44696_at","chr7",-0.498291518069049,7.21156516389599,-6.48471068172837,8.70469766357215e-08,1.36559542148871e-05,7.86373979377889
"217414_x_at","chr3",2.19843284971264,10.1977582341779,6.47657351298822,8.93996277195917e-08,1.392696158538e-05,7.83811768160557
"210111_s_at","chr17",-0.871002160882306,10.0573663857535,-6.47225644449687,9.06735667983646e-08,1.40273267192165e-05,7.82452352959148
"205027_s_at","chr12",1.39989229618804,7.60652612282162,6.45607983100269,9.56111578619533e-08,1.4689170784074e-05,7.77358044328342
"220046_s_at","chr6",0.899683235721566,10.2988208884034,6.43533858977649,1.02338336833089e-07,1.56150077371968e-05,7.70825359050663
"204181_s_at","chr11",0.697247202788114,7.93637190737398,6.42658245765471,1.05318813088036e-07,1.59604571371576e-05,7.68067231843776
"201620_at","chr1",-0.54406795046089,8.23690618649596,-6.42076094086317,1.07348370211412e-07,1.61581056972947e-05,7.66233400280574
"214508_x_at","chr2",1.05323129861374,8.91769899415176,6.41431552962002,1.09641184347661e-07,1.62946548657723e-05,7.64202954590176
"201531_at","chr1",1.14478148493088,11.1747418260505,6.41410064504638,1.09718464329391e-07,1.62946548657723e-05,7.64135259790018
"217503_at","chr3",0.644132491727465,4.7325050456613,6.40747320201946,1.12128912904679e-07,1.65423562435599e-05,7.62047380005592
"210772_at","chr18",1.044874092575,6.76814642351047,6.40140244687401,1.14383424537505e-07,1.67639443975131e-05,7.60134801042054
"208092_s_at","chr15",0.965111665612911,7.05494573104516,6.39693425331822,1.16071754141408e-07,1.69001991307722e-05,7.58727060703599
"205290_s_at","chr12",1.13072106002525,8.13446647797056,6.38706173392043,1.19891191969519e-07,1.73429615812012e-05,7.55616512221483
"202014_at","chr1",0.742360912848445,6.02487243706181,6.385000426102,1.20704415586495e-07,1.73479501033572e-05,7.54967030727338
"200617_at","chr1",-1.04345339869712,7.6503770934642,-6.36966213952048,1.26931751925268e-07,1.80463854455493e-05,7.50133976159631
"209305_s_at","chr17",1.90092264852685,9.99510865664097,6.36905634579337,1.27184204109675e-07,1.80463854455493e-05,7.49943083926416
"218319_at","chr4",1.19126924685956,9.02688958698065,6.34790501162758,1.36321150939845e-07,1.92204194904236e-05,7.43277699889429
"44790_s_at","chr7",1.48421793522394,5.74939277555623,6.34279559672303,1.38625172624484e-07,1.93873043920657e-05,7.41667476493877
"212126_at","chr19",-0.669487091668231,6.961977483915,-6.3414348077217,1.39245351830611e-07,1.93873043920657e-05,7.41238619789283
"212598_at","chr19_GL949746v1_alt",-0.482566312384251,5.54451226164945,-6.33561539288048,1.41929053288475e-07,1.96382206217848e-05,7.39404584346986
"210634_at","chr17_GL383563v3_alt",0.601978160031505,5.22887771565628,6.33178392497434,1.43724204512614e-07,1.97638524933796e-05,7.38197040812242
"205119_s_at","chr12",1.17578587042711,10.1769118611798,6.30619771373842,1.56309173262532e-07,2.13625733298737e-05,7.30132685514866
"209959_at","chr17",1.75266613917164,6.91184898234581,6.27619112338238,1.72481270401403e-07,2.34290564678783e-05,7.20674163967877
"209285_s_at","chr17",-0.561422336999665,8.17987160866974,-6.26205622877664,1.80669506603385e-07,2.43925733248703e-05,7.16218347121801
"210953_at","chr18",0.410271488528281,4.4948662065591,6.24781962702224,1.89310026425101e-07,2.52686007947233e-05,7.11730314998648
"212503_s_at","chr19",-0.756804818021125,7.88318282034882,-6.24763203561899,1.89426598407272e-07,2.52686007947233e-05,7.11671176635371
"201236_s_at","chr1",1.03650044501115,8.48576530416656,6.24248297799101,1.92654498920302e-07,2.5546215907426e-05,7.10047922895366
"202286_s_at","chr1",1.50412069998194,7.08972949282214,6.23471118491298,1.97631123723903e-07,2.60510564686236e-05,7.07597815612823
"203574_at","chr10",1.40995665669695,11.1393839832494,6.22717997188091,2.02576405961961e-07,2.65458505624388e-05,7.05223522361499
"219397_at","chr5",0.691986736001983,10.3298661831881,6.20128196532536,2.20546504523222e-07,2.87316636331217e-05,6.97058729866562
"202822_at","chr10",-0.806251607056037,8.95062194960829,-6.19648960478212,2.24042661400257e-07,2.88698476644195e-05,6.95547833864077
"205932_s_at","chr12",0.737908887455486,5.97496929452486,6.19627690105334,2.24199113253336e-07,2.88698476644195e-05,6.95480774272544
"213191_at","chr19_KI270923v1_alt",0.657020848447663,7.57791973555523,6.18456514658618,2.32984406983862e-07,2.9828699048158e-05,6.91788371626451
"204575_s_at","chr11",1.23633321160679,7.08395691537389,6.17071075573172,2.438226735324e-07,3.10379297044644e-05,6.87420438616311
"212533_at","chr19",1.57241887717978,9.99373953984218,6.15475163008934,2.56934024993278e-07,3.25211322430412e-05,6.82388946639559
"210954_s_at","chr18",0.808413407133819,4.63509967200699,6.14078525513322,2.68985549155354e-07,3.38541868843718e-05,6.77985752262434
"203232_s_at","chr10",-0.586697961438301,7.75762378308282,-6.11623244455455,2.9155873191511e-07,3.63352915346253e-05,6.70245118922251
"217122_s_at","chr3",-0.726528085421419,8.62001614266615,-6.11581225965745,2.91961089226463e-07,3.63352915346253e-05,6.70112651847723
"208093_s_at","chr15",0.761914799958481,9.0893987081792,6.10676034411807,3.0076504223069e-07,3.72230158098505e-05,6.67258977723231
"212377_s_at","chr19",-0.739780988516705,8.5280221946311,-6.10315144631288,3.043486475803e-07,3.74584244317477e-05,6.66121263260927
"213093_at","chr19_KI270917v1_alt",-0.995219612290207,7.83060060601779,-6.08987765391198,3.17900596762813e-07,3.89113823850834e-05,6.61936741080757
"212601_at","chr19_GL949746v1_alt",-0.57859048066354,7.50856836746587,-6.0773969787093,3.31192588628751e-07,4.03168158299601e-05,6.58002369504933
"206036_s_at","chr12",0.949945364355266,6.90876199118756,6.06943109186991,3.39965307903457e-07,4.11598215443767e-05,6.55491297327404
"207194_s_at","chr14",0.519009462761444,4.31906902678986,6.06234915299326,3.47959394454251e-07,4.18999536770668e-05,6.53258921279523
"219434_at","chr5",1.22072834686108,6.2729137819901,6.05200702921452,3.59972307759155e-07,4.31134575266167e-05,6.49998959413572
"213056_at","chr19_KI270915v1_alt",1.20670881400156,9.2578419323961,6.0335993362381,3.82388342924452e-07,4.55532893867809e-05,6.44196935857855
"217523_at","chr3",0.830932290256009,5.46654391471917,6.02963135488875,3.87400220851967e-07,4.59048655314855e-05,6.42946301007557
"205476_at","chr12",3.60734814277809,9.37853262138495,6.02341701020212,3.95381657213954e-07,4.63827222042159e-05,6.40987695985258
"204011_at","chr11",0.878489259784942,9.09473638110269,6.02289250886601,3.96062776419701e-07,4.63827222042159e-05,6.40822388788981
"206976_s_at","chr14",1.58128196374238,10.1414956228569,6.02099208605224,3.98540506439103e-07,4.63827222042159e-05,6.40223435353061
"213029_at","chr19_KI270891v1_alt",-0.435592626740538,9.25086613409958,-6.01885031989024,4.01351462283565e-07,4.63827222042159e-05,6.39548424207105
"201878_at","chr1",0.57747634787024,7.26224176589066,6.01847703802639,4.01843398366642e-07,4.63827222042159e-05,6.39430779251775
"220939_s_at","chr6",-0.540866482360194,8.99034209334328,-6.01444116646692,4.07200766096677e-07,4.6758821991421e-05,6.38158831245967
"220287_at","chr6",0.918059031971848,5.81998521998037,6.0117426178668,4.10822672352525e-07,4.69328034461395e-05,6.37308368203666
"220104_at","chr6",0.591914009377032,5.99412291434963,6.00709554109977,4.17135430061893e-07,4.74108468137183e-05,6.35843841059305
"221215_s_at","chr6_GL000251v2_alt",1.18018358900191,9.51105600999053,5.99719459040352,4.30910299119072e-07,4.87278615912465e-05,6.32723666957673
"212517_at","chr19",-0.963547720246555,8.29451106667783,-5.99350936786731,4.3615268453349e-07,4.90123555522635e-05,6.31562350747586
"208980_s_at","chr16",0.51952786894056,13.5053835250528,5.99234211402896,4.37826401889861e-07,4.90123555522635e-05,6.31194521289098
"206157_at","chr12_KI270904v1_alt",2.12459508946745,5.36092648855758,5.98707223431544,4.45463078041256e-07,4.96179049476253e-05,6.29533885617151
"203887_s_at","chr11",1.0655379569454,8.86964519059344,5.98165340397211,4.53454370817095e-07,5.02567314362808e-05,6.27826363181765
"213560_at","chr2",0.880328398044252,6.88949634047602,5.97303940821586,4.66453424402127e-07,5.14414996802286e-05,6.25112123989764
"202288_at","chr1",-0.496387255446348,6.67217080598439,-5.95679687976296,4.91985452815464e-07,5.3989950405764e-05,6.19994544487403
"202317_s_at","chr1",-0.583384986451952,7.84090132874285,-5.95022685168953,5.02705266942375e-07,5.48959079984083e-05,6.17924656941643
"208914_at","chr16",-0.456466412575577,7.07681878372649,-5.93611199406827,5.26530762676759e-07,5.72171990251227e-05,6.13478080080046
"205114_s_at","chr12",2.08504217664899,8.87910739511805,5.93133900792876,5.34839912605152e-07,5.7838003558762e-05,6.11974554614055
"213245_at","chr19_KI270931v1_alt",-1.21722444446178,6.99421943008241,-5.92048668360101,5.54222900725929e-07,5.96445582583165e-05,6.08556188363683
"201449_at","chr1",-0.685941940597737,7.29414043036542,-5.90980265686635,5.73990212162025e-07,6.13796270447181e-05,6.05191108813745
"213638_at","chr2",0.712289974549804,4.56375202355668,5.90881330793319,5.75855907543479e-07,6.13796270447181e-05,6.04879514131573
