"","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"213341_at","chr1_GL383518v1_alt",0.960488176108992,8.62087784325956,7.72901118029376,9.97672623217081e-09,3.11803784776993e-06,10.0490559496526
"211976_at","chr19",-0.546509994938754,8.87370702959548,-7.72064717518086,1.02034401009015e-08,3.11803784776993e-06,10.0274351363282
"202284_s_at","chr1",1.66146337267944,9.47098900938209,7.72013223356416,1.02175680247432e-08,3.11803784776993e-06,10.0261037261982
"204748_at","chr11",2.61206046086903,6.25623274097732,7.67905875309243,1.14109846814013e-08,3.43516899658887e-06,9.91979618771481
"200799_at","chr1",2.2241930103227,12.648028841023,7.66948661549614,1.17089062887389e-08,3.47785740525647e-06,9.8949902494079
"203313_s_at","chr10",1.70086727416058,8.37045521884604,7.62611959364721,1.31609365626129e-08,3.81268221297529e-06,9.78245948964639
"200666_s_at","chr1",2.377368999506,9.74450735906311,7.62172909026883,1.33177914755333e-08,3.81268221297529e-06,9.7710534941089
"200798_x_at","chr1",1.56883519543993,11.2012944485315,7.61833193426048,1.34404607614306e-08,3.81268221297529e-06,9.76222642009487
"39402_at","chr7",1.78765958562772,7.37099267336239,7.61612527097273,1.3520756602103e-08,3.81268221297529e-06,9.75649190646936
"212099_at","chr19",1.05104559469671,11.0809052042358,7.55544237287045,1.59307387572676e-08,4.43611334119563e-06,9.5985532867292
"206359_at","chr13",1.71658125035055,7.43171760738232,7.49599640359947,1.87154218564538e-08,5.14720311970644e-06,9.44338780207333
"202464_s_at","chr1",1.71896987411689,8.78466437066794,7.37969177477271,2.5679830025353e-08,6.97645821310717e-06,9.13855397463997
"202497_x_at","chr1",1.27086127365155,7.64856763623187,7.3532500436511,2.76007684071595e-08,7.40797973260593e-06,9.06902185222972
"205289_at","chr12",1.07344797049557,7.39700331935398,7.30767606721867,3.12606874160066e-08,8.29040873293309e-06,8.94898318339239
"204285_s_at","chr11",1.49281313110519,6.13598971992907,7.29421606040056,3.24331518820809e-08,8.50015675855431e-06,8.91348342267455
"207433_at","chr15",0.960189122192292,6.74856000567368,7.27794034644689,3.39106807985236e-08,8.78404925754314e-06,8.87052897742141
"215033_at","chr20",1.7869583859769,5.27843015617859,7.25929564513928,3.56874507501951e-08,9.13803839496663e-06,8.8212842274797
"205067_at","chr12",1.61334037031798,6.93967086616711,7.23975237878788,3.76514092452516e-08,9.44641289884712e-06,8.76962267074958
"200880_at","chr1",0.72678244169037,11.0836715470949,7.23889677230179,3.7739854917511e-08,9.44641289884712e-06,8.76735990809164
"201110_s_at","chr1",1.94692726340972,10.1707406917503,7.18596367570178,4.36423906516553e-08,1.08024615171881e-05,8.62720721303735
"200664_s_at","chr1",1.98839158436032,9.4671988791595,7.15455914206729,4.75786407783628e-08,1.16473558309845e-05,8.54390486203785
"201920_at","chr1",1.61586841503755,9.59942424791428,7.05714258295259,6.22353794538097e-08,1.50697559575274e-05,8.28479674063214
"201465_s_at","chr1",2.02504995185681,8.62043727055439,7.04148880597263,6.49857438893858e-08,1.5409140044827e-05,8.24306296345718
"202581_at","chr1",3.64944186687228,9.45354084551687,7.04129594431499,6.50203871353295e-08,1.5409140044827e-05,8.24254861732135
"210827_s_at","chr18",1.57289404856407,8.42420737170631,6.99280766866765,7.43522266278025e-08,1.7343232157833e-05,8.11310634441372
"200800_s_at","chr1",2.97610624493955,11.4527871722503,6.99093581231133,7.47385324393756e-08,1.7343232157833e-05,8.10810423159767
"217911_s_at","chr4",1.93673360898666,9.54644974495102,6.95835379891735,8.1798185211133e-08,1.87857543499836e-05,8.02097622899576
"207850_at","chr15",1.77239477495251,6.2661169950538,6.92267325312148,9.03075393384192e-08,2.05283781004282e-05,7.92543346347562
"212608_s_at","chr19_GL949746v1_alt",-0.678054593115654,9.5444438776174,-6.91218885206019,9.29745132742689e-08,2.09211437597059e-05,7.89733372863222
"210845_s_at","chr18",1.67441174983188,7.36540938927541,6.90552793366727,9.47101945885902e-08,2.10985900485002e-05,7.87947554347804
"201325_s_at","chr1",1.81161493954179,8.49002856554196,6.86367636856078,1.06392675824818e-07,2.3466432072767e-05,7.76716496455012
"204135_at","chr11",1.18541247753713,7.89020761226752,6.83715107196553,1.14542452331444e-07,2.50162961822312e-05,7.69589037676988
"217367_s_at","chr3",-0.817078865705781,6.8033351380504,-6.80353439587552,1.25786310672896e-07,2.72052586685446e-05,7.60545902398752
"203678_at","chr11",-0.583391889222923,6.75032014184469,-6.78122507739201,1.33858966166179e-07,2.86728479738843e-05,7.54538314179396
"217741_s_at","chr3_KI270924v1_alt",1.2579473210029,10.8868521859859,6.72088655184222,1.58421057462384e-07,3.36109133056145e-05,7.38265574761409
"202146_at","chr1",1.03427985610951,9.3862083027735,6.70990872248707,1.63357953097668e-07,3.43313690675164e-05,7.35301178429785
"207075_at","chr14",0.939594298323918,5.551228865181,6.69279149568619,1.71368370594107e-07,3.55321947661224e-05,7.30676643068812
"202627_s_at","chr1",2.35186961945018,8.18386404222859,6.69093266448662,1.72261841124982e-07,3.55321947661224e-05,7.30174278463596
"205419_at","chr12",1.68759461925806,7.2536547058663,6.64463455622281,1.96102762651601e-07,4.00787270054101e-05,7.17651389733283
"201324_at","chr1",1.80249758998221,9.71749744737315,6.57980509142859,2.35207229687245e-07,4.73588653626312e-05,7.00082994082073
"219993_at","chr6",1.33222353321097,6.19826915341127,6.57846840033369,2.36091601735335e-07,4.73588653626312e-05,6.99720360971521
"211924_s_at","chr19",1.13864055024505,6.96998590165382,6.57544886467532,2.38101760587812e-07,4.73588653626312e-05,6.98901127803966
"211997_x_at","chr19",0.577981710456035,11.9654900099401,6.56706566261456,2.43773790378866e-07,4.786511447238e-05,6.96626249649744
"201329_s_at","chr1",1.15397497955354,9.66413277022008,6.56536029657883,2.44944249667878e-07,4.786511447238e-05,6.9616340297567
"218723_s_at","chr5",2.50304904499283,7.58471364123841,6.55145763197931,2.54700643836789e-07,4.90798573341827e-05,6.92389181288989
"215573_at","chr21",-0.51131767621883,4.70532738908775,-6.55024938714725,2.5556688291804e-07,4.90798573341827e-05,6.92061093357762
"202365_at","chr1",-1.08260102476404,7.82492450892431,-6.51677775408136,2.80785436567468e-07,5.34620270975512e-05,6.82967135547434
"206374_at","chr13",0.652667878915571,5.88759453370337,6.50352063914508,2.91456219490527e-07,5.5023476284665e-05,6.79362626887239
"209325_s_at","chr17",0.742521775743717,6.37896869186579,6.50023033500888,2.94167513711168e-07,5.50686529659133e-05,6.78467786554676
"202147_s_at","chr1",0.846965509808641,7.82261726903965,6.47651087962219,3.14482146039181e-07,5.83809897276236e-05,6.72014273910677
"203973_s_at","chr11",1.01082399716323,12.6330341133029,6.43607703526325,3.52435666371566e-07,6.48860276013172e-05,6.61002377978425
"215034_s_at","chr20",1.57201996598541,9.64577143202978,6.42192062759901,3.66790736957838e-07,6.69753872722112e-05,6.57143813826987
"220266_s_at","chr6",1.18489894695217,6.357019171378,6.3999271456228,3.90273738053349e-07,7.06839679887355e-05,6.51145932420227
"202499_s_at","chr1",1.71353294398539,7.70140022774691,6.39354913474693,3.97363610129507e-07,7.13876543778631e-05,6.49405854451962
"203810_at","chr11",1.535938513613,9.38703611529849,6.3867098425353,4.05110853926957e-07,7.21972359434466e-05,6.47539571285129
"218098_at","chr4",-0.699789070230219,9.97014650902384,-6.38336351421018,4.08956819672741e-07,7.23042148559495e-05,6.46626302598894
"212936_at","chr19_KI270885v1_alt",-0.734678812594263,7.11021525111079,-6.36084846400789,4.3581010865049e-07,7.64452109480864e-05,6.40479303077166
"211434_s_at","chr19",0.956375603122861,6.50110430893622,6.35410090964404,4.44199454641285e-07,7.67561916812045e-05,6.38636340869538
"209305_s_at","chr17",1.80870784223372,9.59865104536349,6.35332844863018,4.45170211513586e-07,7.67561916812045e-05,6.38425336015691
"219371_s_at","chr5",1.28919650316269,8.91506298579644,6.35114987036334,4.47919599522224e-07,7.67561916812045e-05,6.37830212672819
"220287_at","chr6",0.926441593877051,5.53626839975277,6.33019298811775,4.7525904760268e-07,8.08194336140833e-05,6.32103567604991
"202071_at","chr1",1.1861594183299,11.6217057134046,6.32589494091207,4.81071034960827e-07,8.09179265287989e-05,6.30928680281929
"213803_at","chr2",-0.637826738333897,7.5492441915314,-6.32239680766454,4.85854270030957e-07,8.09179265287989e-05,6.29972350299674
"214056_at","chr2",1.43948352869852,7.74817537398467,6.32175627889356,4.86735294467794e-07,8.09179265287989e-05,6.29797230749489
"206976_s_at","chr14",1.75070083525347,10.0390589216586,6.31842368632033,4.91345245268047e-07,8.10792446580465e-05,6.28886055845422
"204470_at","chr11",1.9313034310369,7.74556026185771,6.30688226169627,5.07653734957665e-07,8.31544283356758e-05,6.25729840100899
"209387_s_at","chr17",1.38243982619511,9.62723081302314,6.2933087277845,5.27534337581317e-07,8.57693234197915e-05,6.22016650240743
"211506_s_at","chr19",2.11524642384632,5.48439072227966,6.28929634087161,5.33560243491933e-07,8.57693234197915e-05,6.20918759600298
"221215_s_at","chr6_GL000251v2_alt",1.23391471405179,9.22180837674778,6.28823358008899,5.35167929045698e-07,8.57693234197915e-05,6.20627941728137
"212126_at","chr19",-0.496639521631055,6.96319634264031,-6.28224263163172,5.4432258929694e-07,8.6125362057818e-05,6.189884027647
"209688_s_at","chr17",-0.730509854297436,6.565820796156,-6.2817245170149,5.45121697273077e-07,8.6125362057818e-05,6.18846598473689
"37028_at","chr7",0.874669425937655,6.60689124711342,6.27610584860404,5.53863987297402e-07,8.6890338345241e-05,6.17308684513119
"204958_at","chr12",0.914795098753092,6.18263145808099,6.27322667292081,5.58398486319856e-07,8.69891124457862e-05,6.16520522881887
"210517_s_at","chr17",1.17408826766289,9.79300983564537,6.25010950899552,5.96191103078512e-07,9.22315916894445e-05,6.10190159669831
"218319_at","chr4",1.13928168701791,8.9550455346011,6.22347002204996,6.42955299777337e-07,9.8780104918205e-05,6.02890598586388
"213573_at","chr2",-0.556587841983658,7.26853676384677,-6.20288091886422,6.81620023647935e-07,0.000104003077169898,5.97245579974383
"212501_at","chr19",0.671084877339771,12.7532400923265,6.19743756261243,6.92228638956026e-07,0.00010490324755118,5.95752668609807
"221704_s_at","chr6_GL000253v2_alt",0.879201933204,6.97093100252136,6.1866147533594,7.13818632303892e-07,0.000107444173458336,5.92783784262999
"203531_at","chr10",-0.517792731919334,10.5254529218958,-6.17178754509283,7.44503800444334e-07,0.00011131081317113,5.88715166483851
"213574_s_at","chr2",-0.653836818291762,8.6693318902514,-6.14557948392681,8.02032404557468e-07,0.000119112505842178,5.81520123690127
"200614_at","chr1",-0.594895875335379,12.1017598334639,-6.14085123650026,8.12878853192882e-07,0.000119923855712436,5.80221584053457
"208078_s_at","chr15",2.1654168409604,10.242780506267,6.12687243929257,8.45818440293199e-07,0.000123962482857971,5.76381701245855
"204908_s_at","chr11",1.20050926980459,8.31516389779374,6.12038887366222,8.61549869781624e-07,0.000125442787249185,5.7460029474612
"205207_at","chr12",1.61382355523431,6.08429976564061,6.0685326918817,9.98465137291115e-07,0.000144433817295027,5.60343239939469
"205476_at","chr12",3.51643454327322,8.53271169906801,6.04903948609222,1.05543005163312e-06,0.00015092740273245,5.54979781907445
"219540_at","chr5",0.808610861613465,8.01654771115808,6.04854892499277,1.05690509611986e-06,0.00015092740273245,5.54844778374941
"222162_s_at","chr6_GL000255v2_alt",1.43086889495316,9.286312352781,6.02813084308052,1.12017710435862e-06,0.000158707954483343,5.49224472259536
"221031_s_at","chr6_GL000250v2_alt",1.66611413087336,7.95848514441888,6.02642313015178,1.12563885659506e-06,0.000158707954483343,5.48754299616806
"209850_s_at","chr17",0.445676980022552,7.23726370804637,5.99648462464123,1.22586870209799e-06,0.000171752686016585,5.40508953972612
"217996_at","chr4",1.93364290042585,10.4054245826254,5.95865469162577,1.36547869046637e-06,0.000190117304921996,5.30083451391747
"201510_at","chr1",1.26425843731062,7.56870128515982,5.95283463458412,1.38833525329461e-06,0.000191385733478551,5.28478859980957
"212672_at","chr19_GL949747v2_alt",-0.569247947984137,7.98552174870326,-5.95196805430793,1.39177128085133e-06,0.000191385733478551,5.28239929055067
"209193_at","chr16",0.949473222546444,8.44450701463387,5.9372702912964,1.45136991109053e-06,0.00019579863822152,5.24186939658401
"211296_x_at","chr19",0.325338802834516,14.114333536859,5.93681037753937,1.45327572846103e-06,0.00019579863822152,5.24060098786866
"213134_x_at","chr19_KI270920v1_alt",0.974980689211405,8.54569593943952,5.93441041208488,1.46326178861196e-06,0.00019579863822152,5.23398189061905
"213839_at","chr2",-1.1872015269331,8.07298971571675,-5.93390661566808,1.46536679930307e-06,0.00019579863822152,5.23259238614746
"202014_at","chr1",0.71022817680851,5.86354366275758,5.93332312206882,1.46780861799137e-06,0.00019579863822152,5.23098305609768
"214109_at","chr2",-0.74253610741981,7.38925071644813,-5.92743584137622,1.49267614984596e-06,0.000197710628224525,5.21474446397707
"203120_at","chr10",1.18451589636216,8.13924298858145,5.9246257317964,1.50469496084945e-06,0.000197710628224525,5.20699289175482
"209544_at","chr17",0.783815548957282,6.73922423215022,5.92367872687861,1.50876719478248e-06,0.000197710628224525,5.20438053238276
"220046_s_at","chr6",0.927374835788257,10.2710866634041,5.9152305932326,1.54558956057231e-06,0.000201351454040171,5.18107405695431
"41387_r_at","chr7",0.762497006541141,7.85812309337786,5.87624140672968,1.72760306947019e-06,0.000223297025586316,5.07346897739612
"219228_at","chr5",1.34200282776931,7.27256329552926,5.87492875489613,1.7340928054241e-06,0.000223297025586316,5.06984503813478
"217900_at","chr4",-0.356768686823571,9.88043326665626,-5.87156097202661,1.75085548980794e-06,0.000224159814634779,5.0605469939722
"219677_at","chr5_KI270791v1_alt",1.29085038365522,8.20905886634326,5.8643171041468,1.78746534444553e-06,0.000227539231304074,5.04054586917097
"211143_x_at","chr19",0.793024913312745,7.05454188248039,5.84930682980371,1.86579567116201e-06,0.000236160966854978,4.99909366431887
"210275_s_at","chr17",0.965482110625521,12.0363610072136,5.84438427668258,1.89222839724265e-06,0.000238153514154659,4.9854975264643
"209324_s_at","chr17",0.935088524978553,6.70864248795777,5.82921904464585,1.9760526245495e-06,0.000247306316388141,4.94360472647566
"200797_s_at","chr1",0.885903084628865,12.4047379916126,5.81958195901173,2.03125118818577e-06,0.000252794316867119,4.91697817210362
"222379_at","chr7",0.939175525766161,5.68674842118364,5.81164856618872,2.07785326338412e-06,0.000256773803769561,4.8950560342808
"210762_s_at","chr18",0.829793059786569,9.08490583705471,5.81023315280166,2.08627995162233e-06,0.000256773803769561,4.89114460063891
"213294_at","chr19_KI270938v1_alt",-0.720302332959085,8.16994767342496,-5.80125711817863,2.14052468071934e-06,0.000262002573144971,4.86633791703595
"205290_s_at","chr12",1.0162780693812,7.77032172474211,5.75816289108558,2.42137219348884e-06,0.000294759062045633,4.74719856315488
"201109_s_at","chr1",1.4801239985198,7.79549333750127,5.75361789454247,2.45307222485905e-06,0.000295438060706671,4.73462950115811
"212517_at","chr19",-0.854669876569931,8.53857408006792,-5.75356066358117,2.45347404186983e-06,0.000295438060706671,4.73447122600672
"221962_s_at","chr6_GL000255v2_alt",0.576167662011915,7.2656721276511,5.74198346508561,2.53613246119852e-06,0.000303749585151179,4.7024516133671
"209034_at","chr16",0.93094992090642,11.5111105849427,5.73399322881241,2.59480758028408e-06,0.000309115125486569,4.68035003283802
"219270_at","chr5",0.872076516082148,7.26599738513388,5.73083562471072,2.61836929276467e-06,0.00030914059989857,4.67161529351604
"220330_s_at","chr6",1.34803007853555,9.49769658538518,5.73024827893626,2.6227756601351e-06,0.00030914059989857,4.66999050958028
"206036_s_at","chr12",1.15040558038611,6.63110494050944,5.71792496779271,2.71696488868386e-06,0.000318556983290581,4.63589780459467
"212605_s_at","chr19_GL949746v1_alt",-0.840958985393267,7.78355146127476,-5.70590855299338,2.8120803958617e-06,0.000327982800935137,4.60264958044511
"209681_at","chr17",1.04971307617165,10.1476001589509,5.67683567570251,3.05627581798205e-06,0.000354607585402011,4.52219013133073
"216215_s_at","chr22",-0.485726577559103,8.10471124638048,-5.67084379991404,3.1091930358787e-06,0.000358878203421087,4.50560459242164
"213245_at","chr19_KI270931v1_alt",-1.14632803039457,7.01491831913516,-5.64362611831253,3.36138959896879e-06,0.000384064736343873,4.43025397575705
"202388_at","chr1",1.36885142323959,10.3240235419044,5.643575109673,3.36188102469162e-06,0.000384064736343873,4.43011274350116
"213191_at","chr19_KI270923v1_alt",0.676082514375176,6.8814403987063,5.63291779743243,3.46615344249243e-06,0.000393956633869408,4.40060348515796
"205932_s_at","chr12",0.767842622528329,5.94941088689606,5.62964345432634,3.49883743883301e-06,0.00039565280012631,4.39153654104315
"210053_at","chr17",-0.655709122950316,6.27560989968053,-5.59410001927104,3.87416663303801e-06,0.00043588287921307,4.29309815226692
"202628_s_at","chr1",2.08266622404375,9.24126327578382,5.57833109930171,4.05337766976128e-06,0.000451486413406414,4.24941733557995
"201371_s_at","chr1",-0.499156074241876,10.4889058206504,-5.57833037204401,4.05338612386241e-06,0.000451486413406414,4.24941532092387
"201449_at","chr1",-0.641166464199878,7.30006023207336,-5.5416215554792,4.50346546068012e-06,0.000499122885908314,4.14771233379605
"204020_at","chr11",-0.541879820295643,8.74368425236748,-5.53533264236391,4.5854562246931e-06,0.000504028550723958,4.13028648900896
"220088_at","chr6",1.0501060246934,5.86895256803697,5.53476127570102,4.59297911733911e-06,0.000504028550723958,4.12870326934485
"212377_s_at","chr19",-0.941329483652238,8.48232245217794,-5.51134120240077,4.9122289508403e-06,0.000536420217342496,4.06380384846343
"204011_at","chr11",0.90219098793173,9.0947038226581,5.50494899790055,5.00316666243255e-06,0.000543685579214682,4.04608915436232
"221740_x_at","chr6_GL000253v2_alt",-0.705200104038409,7.05080140059024,-5.47628647279338,5.43213604561174e-06,0.000584923055873609,3.96665119181542
"209386_at","chr17",1.18320952948748,11.4305565010644,5.47466499078796,5.45747691850093e-06,0.000584923055873609,3.96215702215639
"202067_s_at","chr1",1.13744639782753,7.95396654013893,5.47441352950066,5.46141740906364e-06,0.000584923055873609,3.96146005905813
"204624_at","chr11",-0.628612111314152,7.65712737318074,-5.46181600981286,5.66251881866374e-06,0.000601048560542724,3.92654343260702
"209211_at","chr16",1.52077031802319,6.65472680893681,5.46160545439016,5.66594234923787e-06,0.000601048560542724,3.92595982386472
"222303_at","chr6_GL000256v2_alt",1.05132807316489,8.8096105278418,5.44648765552233,5.91725026518156e-06,0.000624732626338623,3.8840561065263
"209803_s_at","chr17",2.34999135114916,7.53889763336332,5.43976945268261,6.03248509480005e-06,0.000633709840868127,3.8654340278535
